dataset, annotation, gse, species, entity, technology, type, samples, duplicates, disease, child node, parent node,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8316.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8316_Annot.csv, GSE8316, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,35, GSE8396, , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE83201.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE83201_Annot.csv, GSE83201, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,36, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8349.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8349_Annot.csv, GSE8349, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,10, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8396.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8396_Annot.csv, GSE8396, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,93, GSE8316, , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE84767.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE84767_Annot.csv, GSE84767, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,201, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8512.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8512_Annot.csv, GSE8512, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,207, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE85650.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE85650_Annot.csv, GSE85650, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,24, , thyroid cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE86042.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE86042_Annot.csv, GSE86042, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,16, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8836.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8836_Annot.csv, GSE8836, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,56, , chronic lymphocytic leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE89249.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE89249_Annot.csv, GSE89249, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,40, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9199.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9199_Annot.csv, GSE9199, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,50, , cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE93333.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE93333_Annot.csv, GSE93333, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,48, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9338.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9338_Annot.csv, GSE9338, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,42, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9355.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9355_Annot.csv, GSE9355, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,51, , breast carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE93741.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE93741_Annot.csv, GSE93741, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,22, , charge syndrome, CHARGE syndrome, syndrome,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9442.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9442_Annot.csv, GSE9442, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,71, GSE9444, , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9444.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9444_Annot.csv, GSE9444, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,131, GSE9442, , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9566.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9566_Annot.csv, GSE9566, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,38, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9630.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9630_Annot.csv, GSE9630, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,59, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE96807.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE96807_Annot.csv, GSE96807, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,45, GSE96809, , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE96809.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE96809_Annot.csv, GSE96809, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,45, GSE96807, , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE97198.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE97198_Annot.csv, GSE97198, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,54, , , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9811.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9811_Annot.csv, GSE9811, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,41, GSE37207, , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9954.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9954_Annot.csv, GSE9954, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,70, GSE24207, , , ,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE27628.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE27628_Annot.csv, GSE27628, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,34, , psoriasis, integumentary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3100.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3100_Annot.csv, GSE3100, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,23, , cystic fibrosis, monogenic disease, genetic disease,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3889.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3889_Annot.csv, GSE3889, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,20, , cholestasis, gastrointestinal system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8000.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE8000_Annot.csv, GSE8000, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,14, , cardiomyopathy, cardiovascular system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE44025.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE44025_Annot.csv, GSE44025, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,6, , leukemia, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE10167.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE10167_Annot.csv, GSE10167, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,6, , treacher collins syndrome, monogenic disease, genetic disease,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE31150.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE31150_Annot.csv, GSE31150, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,6, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3414.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3414_Annot.csv, GSE3414, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,36, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE20844.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE20844_Annot.csv, GSE20844, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,7, , glomerulosclerosis, urinary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE12610.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE12610_Annot.csv, GSE12610, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,5, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE5500.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE5500_Annot.csv, GSE5500, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,21, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE11343.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE11343_Annot.csv, GSE11343, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,19, , diabetic neuropathy;hyperglycemia, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6078.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6078_Annot.csv, GSE6078, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,5, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3621.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3621_Annot.csv, GSE3621, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,18, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE47516.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE47516_Annot.csv, GSE47516, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,21, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE1871.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE1871_Annot.csv, GSE1871, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,12, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9038.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE9038_Annot.csv, GSE9038, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,24, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3203.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3203_Annot.csv, GSE3203, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,16, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE19780.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE19780_Annot.csv, GSE19780, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,12, GSE9038, huntington's disease, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6678.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6678_Annot.csv, GSE6678, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,18, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE18064.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE18064_Annot.csv, GSE18064, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,12, , rift valley fever;meningoencephalitis, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE26001.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE26001_Annot.csv, GSE26001, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,24, , huntington's disease, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE14277.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE14277_Annot.csv, GSE14277, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,15, , lung cancer;adenocarcinoma, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE10162.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE10162_Annot.csv, GSE10162, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,6, , dent disease, urinary system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE19286.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE19286_Annot.csv, GSE19286, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,6, , atherosclerosis, cardiovascular system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE26025.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE26025_Annot.csv, GSE26025, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,12, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE31106.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE31106_Annot.csv, GSE31106, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,18, , colorectal cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE15293.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE15293_Annot.csv, GSE15293, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,37, , NA, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE11494.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE11494_Annot.csv, GSE11494, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,16, , tonsillitis;tonsillitis, NA, NA,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3554.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3554_Annot.csv, GSE3554, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,6, , glaucoma, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6461.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6461_Annot.csv, GSE6461, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,9, , synovial sarcoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6399.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6399_Annot.csv, GSE6399, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,14, GSE8000, emery-dreifuss muscular dystrophy, musculoskeletal system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6980.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE6980_Annot.csv, GSE6980, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,16, , multiple myeloma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3583.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE3583_Annot.csv, GSE3583, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,9, , huntington's disease, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE64756.csv, http://dataome.mensxmachina.org/data/Mus musculus/GPL1261/GSE64756_Annot.csv, GSE64756, Mus musculus, Gene expression, GPL1261, in situ oligonucleotide,6, , carcinoma, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP000987.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP000987_Annot.csv, DRP000987, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,121, NA, malaria, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP001358.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP001358_Annot.csv, DRP001358, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,336, NA, lung cancer-sc, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP001797.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP001797_Annot.csv, DRP001797, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,322, NA, epigenomics of vascular endothelial cells, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP002435.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP002435_Annot.csv, DRP002435, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,469, NA, cell cycle-sc, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP002586.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/DRP002586_Annot.csv, DRP002586, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,254, NA, lung cancer-sc, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP000546.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP000546_Annot.csv, ERP000546, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,47, NA, various tissues, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP001344.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP001344_Annot.csv, ERP001344, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,34, NA, liver transplantation, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP001908.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP001908_Annot.csv, ERP001908, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,62, NA, lymphoma, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP001942.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP001942_Annot.csv, ERP001942, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,663, NA, lymphoblastoid cell lines, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP003613.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP003613_Annot.csv, ERP003613, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,169, NA, healthy individuals, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP003917.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP003917_Annot.csv, ERP003917, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,101, NA, skeletal disease, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP004094.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP004094_Annot.csv, ERP004094, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,38, NA, bacterial infection, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP004375.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP004375_Annot.csv, ERP004375, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,194, NA, immune system disease, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP005641.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP005641_Annot.csv, ERP005641, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,253, NA, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP005938.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP005938_Annot.csv, ERP005938, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,52, NA, oral squamous cell carcinoma, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP006077.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP006077_Annot.csv, ERP006077, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,85, NA, prostate cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP007111.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP007111_Annot.csv, ERP007111, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,133, NA, healthy individuals, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP007185.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP007185_Annot.csv, ERP007185, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,57, NA, oral squamous cell carcinoma, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP008608.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP008608_Annot.csv, ERP008608, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,85, NA, brain tissue, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP008967.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP008967_Annot.csv, ERP008967, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,107, NA, embroyonic stem cells, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP009437.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP009437_Annot.csv, ERP009437, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,382, NA, cardiomyopathy, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP009768.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP009768_Annot.csv, ERP009768, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,58, NA, granulocyte lncrna transcriptome, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP010003.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP010003_Annot.csv, ERP010003, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,40, NA, parkinson disease, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP010142.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP010142_Annot.csv, ERP010142, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,78, NA, breast cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP010227.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP010227_Annot.csv, ERP010227, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,48, NA, hepatitis c, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP010930.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP010930_Annot.csv, ERP010930, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,48, NA, glioma, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP011411.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/ERP011411_Annot.csv, ERP011411, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,148, NA, pancreatic cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP000599.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP000599_Annot.csv, SRP000599, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,40, NA, small rna-seq, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP000941.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP000941_Annot.csv, SRP000941, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,343, NA, human reference epigenome, gastrointestinal system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP001371.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP001371_Annot.csv, SRP001371, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,163, NA, human reference epigenome, nervous system disease, disease of anatomical entity,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP001540.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP001540_Annot.csv, SRP001540, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,160, NA, , , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP001563.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP001563_Annot.csv, SRP001563, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,45, NA, polymorphic regulators, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP002079.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP002079_Annot.csv, SRP002079, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,62, NA, embryonic stem cells, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP003611.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP003611_Annot.csv, SRP003611, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,52, NA, prostate cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP003754.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP003754_Annot.csv, SRP003754, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,155, NA, small rna-seq from encode, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP004637.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP004637_Annot.csv, SRP004637, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,56, NA, prostate cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP006574.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP006574_Annot.csv, SRP006574, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,243, NA, breast cancer, , ,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP006575.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP006575_Annot.csv, SRP006575, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,111, NA, cancer, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP007461.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP007461_Annot.csv, SRP007461, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,203, NA, long rna-seq from encode, cancer, disease of cellular proliferation,
http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP007525.csv, http://dataome.mensxmachina.org/data/Homo sapiens/GPL11154/SRP007525_Annot.csv, SRP007525, Homo sapiens, Gene expression, GPL11154, expression profiling by high throughput sequencing,181, NA, lymphoma, cancer, disease of cellular proliferation,
