#METABOLOMICS WORKBENCH STUDY_ID:ST000042 ANALYSIS_ID:AN000064
VERSION             	1
CREATED_ON          	2016-09-17
#PROJECT
PR:PROJECT_TITLE                 	BALF Studies
PR:PROJECT_TYPE                  	MS study
PR:PROJECT_SUMMARY               	Studies of BALF as a biofluid for metabolomics
PR:INSTITUTE                     	University of Michigan
PR:DEPARTMENT                    	UMich College of Pharmacy
PR:LABORATORY                    	Stringer Lab
PR:LAST_NAME                     	Stringer
PR:FIRST_NAME                    	Kathleen
PR:ADDRESS                       	Ann Arbor, MI
PR:EMAIL                         	stringek@umich.edu
PR:PHONE                         	734-647-4775
#STUDY
ST:STUDY_TITLE                   	BALF Control vs ALI by RPLC-MS
ST:STUDY_TYPE                    	MS
ST:STUDY_SUMMARY                 	BALF comparison of healthy controls vs patients with Acute Lung Injury.
ST:INSTITUTE                     	University of Michigan
ST:DEPARTMENT                    	Biomedical Research Core Facilities
ST:LABORATORY                    	Metabolomics core
ST:LAST_NAME                     	Kachman
ST:FIRST_NAME                    	Maureen
ST:ADDRESS                       	6300 Brehm Tower, 1000 Wall Street, Ann Arbor, MI 48105-5714
ST:EMAIL                         	mkachman@umich.edu
ST:PHONE                         	-
ST:NUM_GROUPS                    	2
ST:TOTAL_SUBJECTS                	23
#SUBJECT
SU:SUBJECT_TYPE                  	HUMAN
SU:SUBJECT_SPECIES               	Homo sapiens
SU:TAXONOMY_ID                   	9606
SU:SPECIES_GROUP                 	Human
#SUBJECT_SAMPLE_FACTORS:         	SUBJECT(optional)[tab]SAMPLE[tab]FACTORS(NAME:VALUE pairs separated by |)[tab]Additional sample data
SUBJECT_SAMPLE_FACTORS           	-	S00010313	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010314	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010315	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010316	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010317	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010318	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010322	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010323	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010324	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010325	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010326	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010327	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010328	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010329	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010330	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010331	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010332	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010333	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010334	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010335	Condition:Acute lung injury	
SUBJECT_SAMPLE_FACTORS           	-	S00010319	Condition:Healthy	
SUBJECT_SAMPLE_FACTORS           	-	S00010320	Condition:Healthy	
SUBJECT_SAMPLE_FACTORS           	-	S00010321	Condition:Healthy	
#COLLECTION
CO:COLLECTION_SUMMARY            	-
CO:SAMPLE_TYPE                   	Bronchoalveolar Lavage Fluid
#TREATMENT
TR:TREATMENT_SUMMARY             	-
#SAMPLEPREP
SP:SAMPLEPREP_SUMMARY            	-
SP:SAMPLEPREP_PROTOCOL_FILENAME  	EX00184-Sample_preparation_protocol.pdf
#CHROMATOGRAPHY
CH:CHROMATOGRAPHY_TYPE           	-
CH:INSTRUMENT_NAME               	-
CH:COLUMN_NAME                   	Waters Acquity HSS T3:Waters Acquity HSS T3
CH:METHODS_ID                    	AQM003:AQM004
CH:METHODS_FILENAME              	Column1_lowinj_jetstream_grad9.m.zip
#ANALYSIS
AN:ANALYSIS_TYPE                 	MS
AN:LABORATORY_NAME               	MRC2 (University of Michigan)
AN:ANALYSIS_PROTOCOL_FILE        	Metabolomic_analysis_of_lung_lavage_fluid RP-LC-MS.docx
AN:ACQUISITION_PARAMETERS_FILE   	Column1_solv1_lowinj_jetstream_pos_grad9.m.zip
AN:PROCESSING_PARAMETERS_FILE    	LCPosDataProcessing.m
#MS
MS:INSTRUMENT_NAME               	Agilent 6530 QTOF
MS:INSTRUMENT_TYPE               	Q-TOF
MS:MS_TYPE                       	ESI
MS:ION_MODE                      	POSITIVE
#MS_METABOLITE_DATA
MS_METABOLITE_DATA:UNITS	Counts
MS_METABOLITE_DATA_START
Samples	S00010313	S00010314	S00010315	S00010316	S00010318	S00010322	S00010323	S00010324	S00010325	S00010326	S00010327	S00010328	S00010329	S00010330	S00010331	S00010332	S00010333	S00010334	S00010335	S00010319	S00010321
METHYL JASMONATE				5281929		C11512	747447	UM_Target_ID
METHYL JASMONATE_2				5281929		C11512	747448	UM_Target_ID
METHYLMALONATE				487		C02170	747278	UM_Target_ID
METHYL PARABEN				7456		CA1357	747644	UM_Target_ID
MONO-ETHYL MALONATE				70615		CA1417	747224	UM_Target_ID
MONO-METHYL GLUTARATE				73917		CA1015	660241	UM_Target_ID
N1-ACETYLSPERMINE				916		C02567	746922	UM_Target_ID
N1-METHYL-2-PYRIDONE-5-CARBOXAMIDE (*)				69698		C05842	628458	UM_Target_ID
N1-METHYL-2-PYRIDONE-5-CARBOXAMIDE (*)_2				69698		C05842	735770	UM_Target_ID
N1-METHYL-2-PYRIDONE-5-CARBOXAMIDE (*)_3				69698		C05842	800869	UM_Target_ID
N6-(DELTA2-ISOPENTENYL)-ADENINE				92180		C04083	747286	UM_Target_ID
N6-(DELTA2-ISOPENTENYL)-ADENINE_2				92180		C04083	747288	UM_Target_ID
N-ACETYL-D-HEXOSAMINE				24139		CA1500	747784	UM_Target_ID
N-ACETYLGLYCINE				10972		CA1212	746809	UM_Target_ID
N-ACETYL-L-ALANINE				88064		CE1554	746848	UM_Target_ID
N-ACETYL-L-ALANINE_2				88064		CE1554	747563	UM_Target_ID
N-ACETYL-L-ASPARTIC ACID				65065		CA1200	746808	UM_Target_ID
N-ACETYL-L-CYSTEINE				581		CE1310	757237	UM_Target_ID
N-ACETYL-L-CYSTEINE_2				581		CE1310	757238	UM_Target_ID
N-ACETYL-L-LEUCINE				70912		C02710	747327	UM_Target_ID
N-ACETYL-L-PHENYLALANINE				74839		C03519	747321	UM_Target_ID
N-ACETYL-L-PHENYLALANINE_2				74839		C03519	747678	UM_Target_ID
N-ACETYLPUTRESCINE				122356		C02714	746852	UM_Target_ID
N-ACETYLSEROTONIN				903		C00978	747356	UM_Target_ID
N-ACETYLSEROTONIN_2				903		C00978	747695	UM_Target_ID
N-BENZYLOXYCARBONYLGLYCINE				14349		C03710	747656	UM_Target_ID
N-CYCLOHEXYLFORMAMIDE				13017		C11519	747391	UM_Target_ID
N-CYCLOHEXYLFORMAMIDE_2				13017		C11519	747708	UM_Target_ID
N-CYCLOHEXYLFORMAMIDE_3				13017		C11519	747709	UM_Target_ID
N-CYCLOHEXYLSULFAMIC ACID				7533		CA1328	747251	UM_Target_ID
NICOTINAMIDE				936		C00153	747004	UM_Target_ID
N,N,N-TRIMETHYLLYSINE				440120		C03793	747158	UM_Target_ID
N-OLEOYLGLYCINE				6436908		CA1254	747429	UM_Target_ID
NORMETANEPHRINE				1237		CA1379	747183	UM_Target_ID
O-ACETYL-L-CARNITINE				1		C02571	746885	UM_Target_ID
OCTANOYLCARNITINE (*)				11953814		C02838	728261	UM_Target_ID
OLEAMIDE				1930		CA1223	747459	UM_Target_ID
OLEAMIDE_2				1930		CA1223	747733	UM_Target_ID
OLEOYLCARNITINE (*)				53477789		K88838	728834	UM_Target_ID
OLEOYLGLYCEROPHOSPHOCHOLINE (*)				5280634		C03916	736630	UM_Target_ID
O-PHOSPHONOHEXOPYRANOSE						CA1494	747780	UM_Target_ID
ORNITHINE				389		C01602	746797	UM_Target_ID
ORNITHINE_2				389		C01602	747518	UM_Target_ID
PALMITOLEOYLGLYCEROPHOSPHOCHOLINE (*)				24779461		K09130	759444	UM_Target_ID
PALMITOLEOYLGLYCEROPHOSPHOCHOLINE (*)_2				24779461		K09130	800877	UM_Target_ID
PALMITOYLCARNITINE (*)				11953816		C02990	758319	UM_Target_ID
PALMITOYLGLYCEROPHOSPHOCHOLINE (*)				86555		C04102	761663	UM_Target_ID
PALMITOYLGLYCEROPHOSPHOCHOLINE (*)_2				86555		C04102	800885	UM_Target_ID
PALMITOYLGLYCEROPHOSPHOCHOLINE (*)_3				86555		C04102	800886	UM_Target_ID
PALMITOYL SPHINGOMYELIN (*)				53394029		K08639	758953	UM_Target_ID
PANTOLACTONE				439368		C01012	747269	UM_Target_ID
PANTOLACTONE_2				439368		C01012	747270	UM_Target_ID
PANTOTHENIC ACID				988		C00864	746903	UM_Target_ID
PENTITOL				827		CA1511	747805	UM_Target_ID
PENTOPYRANOSE				641630		CA1493	747776	UM_Target_ID
PHENETHYLAMINE				1001		C05332	747364	UM_Target_ID
PHENYLACETIC ACID				999		C07086	747399	UM_Target_ID
PHENYLACETYLGLUTAMINE (*)				92258		C05597	630305	UM_Target_ID
PHENYLALANINE				994		C02057	746983	UM_Target_ID
PHENYLALANINE_2				994		C02057	747593	UM_Target_ID
PHTHALATE				1017		C01606	747670	UM_Target_ID
PIMELIC ACID				385		C02656	747320	UM_Target_ID
PIPECOLIC ACID				849		C00408	746816	UM_Target_ID
PIPERINE (*)				638024		C03882	762191	UM_Target_ID
POSSIBLE L-LEUCYL-L-LEUCINE						U03237	624153	UM_Target_ID
PREGNENOLONE				8955		C01953	747453	UM_Target_ID
PROGESTERONE				5994		C00410	747450	UM_Target_ID
PROGESTERONE_2				5994		C00410	747725	UM_Target_ID
PRO-HYDROXY-PRO (*)				3952518		K96372	736368	UM_Target_ID
PROLINE				614		C16435	746980	UM_Target_ID
PROMETRYN				4929		CA1277	747497	UM_Target_ID
PROMETRYN_2				4929		CA1277	747498	UM_Target_ID
PROPIONYLCARNITINE (*)				107738		C03017	637644	UM_Target_ID
PYRIDINE CARBOXYLIC ACID						CA1509	747803	UM_Target_ID
PYRIDOXAL				1050		C00250	747408	UM_Target_ID
PYROGLUTAMINE (*)						K01750	742664	UM_Target_ID
QUINOLIN-2-OL				6038		C06338	747366	UM_Target_ID
RETINAL				638015		C00376	660271	UM_Target_ID
RETINAL_2				638015		C00376	747438	UM_Target_ID
RETINOL				445354		C00473	660422	UM_Target_ID
RIBOFLAVIN				493570		C00255	746847	UM_Target_ID
SELENOCYSTAMINE				115119		CA1403	746801	UM_Target_ID
S-HEXYL-GLUTATHIONE				97536		C02886	757994	UM_Target_ID
SHIKIMATE				8742		C00493	747045	UM_Target_ID
SORBIC ACID				1550734		CA1411	747396	UM_Target_ID
SPERMIDINE				1102		C00315	747171	UM_Target_ID
SPERMINE				1103		C00750	747178	UM_Target_ID
SPHINGANINE				91486		C00836	747433	UM_Target_ID
SPHINGOMYELIN				53481362		C00550	747439	UM_Target_ID
STEAROYLGLYCEROPHOSPHOCHOLINE (*)						K08377	758691	UM_Target_ID
STEAROYL SPHINGOMYELIN (*)				53481362		C00550	800860	UM_Target_ID
SUBERIC ACID				10457		C08278	660254	UM_Target_ID
SUBERIC ACID_2				10457		C08278	747367	UM_Target_ID
TAURINE				1123		C00245	747005	UM_Target_ID
TAURINE_2				1123		C00245	747006	UM_Target_ID
THEOPHYLLINE				2153		C07130	747533	UM_Target_ID
THREONINE (*)				6288		CA1381	758042	UM_Target_ID
THYMIDINE				5789		C00214	747599	UM_Target_ID
THYMINE				1135		C00178	747030	UM_Target_ID
TIGLYL CARNITINE (*)						K08128	630021	UM_Target_ID
TRANS-CYCLOHEXANE-1,2-DIOL				92886		C03739	747109	UM_Target_ID
TRIGONELLINE				5570		C01004	747246	UM_Target_ID
TRYPTOPHAN				53481655		C00806	746977	UM_Target_ID
TRYPTOPHAN_2				53481655		C00806	747591	UM_Target_ID
TRYPTOPHANAMIDE				439356		C00977	747243	UM_Target_ID
TRYPTOPHAN BETAINE (*)				442106		C09213	727964	UM_Target_ID
TRYPTOPHAN BETAINE (*)_2				442106		C09213	800865	UM_Target_ID
TRYPTOPHAN BETAINE (*)_3				442106		C09213	800866	UM_Target_ID
TRYPTOPHAN BETAINE (*)_4				442106		C09213	800867	UM_Target_ID
TYROSINE				1153		C01536	746987	UM_Target_ID
TYROSINE (*)				6057		C00082	738156	UM_Target_ID
URATE				1175		C00366	747059	UM_Target_ID
URATE (*)				1175		C00366	629281	UM_Target_ID
UREA				1176		C00086	758016	UM_Target_ID
UREA_2				1176		C00086	758017	UM_Target_ID
URIDINE				6029		C00299	747035	UM_Target_ID
URIDINE_2				6029		C00299	747036	UM_Target_ID
URIDINE_3				6029		C00299	747603	UM_Target_ID
UROCANATE				736715		C00785	747097	UM_Target_ID
URSODIOL				127601		C07880	747421	UM_Target_ID
VALINE				5237032		C16436	746998	UM_Target_ID
VALINE_2				5237032		C16436	756118	UM_Target_ID
VALINE (*)				6287		C00183	628249	UM_Target_ID
VALINE (*)_2				6287		C00183	628250	UM_Target_ID
VITAMIN D2				5280793		C05441	747501	UM_Target_ID
VITAMIN D3				10883523		C05443	747492	UM_Target_ID
VITAMIN D3_2				10883523		C05443	747493	UM_Target_ID
XANTHINE				1188		C00385	747194	UM_Target_ID
XANTHOSINE				64959		C01762	747110	UM_Target_ID
METABOLITES_END
#END
